,text,target,target_new
6061,Last match of this international window tonight Lets go Lions ONESTRONG  SINMYA LIVE on @Singtel mio Sports Ch111 and @1PlaySports1 Facebook pagepictwittercomXFUkvxplES,-0.10,0
6062,active kan data roaming kat umobile  kalau ada apps umobile boleh setting untuk active kan data roam  pastu dah masuk negara lain just on roaming je la kt setting phone terus boleh pakai nanti nama dia automatics tukar nama singtelstarhub kalau singapore,-0.30,0
6063,Singtel Ericsson and Singapore Polytechnic open 5G Garage  NewspictwittercomWEctJe1coe,0.10,1
6064,Hai maaf baru dibalas antri yg singtel ,-0.30,0
6065,Singtel prices USD 750 million note offering ,0.00,1
6066,Ch thy v ng bo singtel l queue cao y nn ch bit c u n random ht m,0.10,1
6067,RT aeriarcade D23 to EXplOrationinSG Hello  Singtel Priority Sale starts tomorrow Remember to set your alarms  We wish everybody,-0.30,0
6068,Please dm i cant dm you ,0.00,1
6069,nomer singtel udsh dapet duuh degdegan,0.70,1
6070,Were the first person here So lucky  EXplOrationinSG exo singtel EXO ExplOration EXOinSG EXOPLANET EXOPLANET5 EXOinSINGAPORE EXplOrationinSG,0.00,1
6071,       singtel ,0.30,1
6072,If you want buy ticket exo in singapore with Qn small you can dm me Iam in very front and i have priority singtel so you can have ticket very good position  you can pay with SG bank or indo bank explorationinsg EXplOrationinBKK EXplOrationinManilaEXplOrationinSingapore,0.60,1
6073,If you want buy ticket exo in singapore with queque number small you can dm me Iam in queque very front and iam have priority singtel so you can have ticket very good position   explorationinsg EXplOrationinBKK EXplOrationinManila EXplOrationinSeoulEXplOrationinSingapore,0.20,1
6074,RT @TianlongServic1 We can see that Singtel discloses the information of what is required of SGX Listing Rule 710  CorporateGovernance Accounting Audit TianlongServicespictwittercomGbwDMnl1fI,0.00,1
6075,Deal announcement DemystData a New Yorkbased external data marketplace raised 125 million in funding MissionOG and Notion Capital led the round and was joined by investors including Singtel Innov8,0.90,1
6076,me hi are you a singtel usermy best friend heres your exo concert code,0.30,1
6077,D23 to EXplOrationinSG Hello  Singtel Priority Sale starts tomorrow Remember to set your alarms  We wish everybody the best of luck for the ticketing EXO BAEKHYUN CHANYEOL DO KAI SEHUN SUHO LAY AERIARCADE EXOinSGpictwittercompwqlUQnsTc,0.30,1
6078,Thanks a lot,0.70,1
6079,U think post office is good to buy tix must bring singtel bill is it faster or show phone faster lol sian i  Depends on how many people going the post office you are planning to go LOL I think is give the code though lol ,-0.10,0
6080,active kan data roaming kat umobile  kalau ada apps umobile boleh setting untuk active kan data roam  pastu dah masuk negara lain just on roaming je la kt setting phone terus boleh pakai nanti nama dia automatics tukar nama singtelstarhub kalau singapore,-0.30,0
6081,Singtel Ericsson and Singapore Polytechnic open 5G Garage  NewspictwittercomWEctJe1coe,0.10,1
6082,Hai maaf baru dibalas antri yg singtel ,-0.30,0
6083,Singtel prices USD 750 million note offering ,0.00,1
6084,Ch thy v ng bo singtel l queue cao y nn ch bit c u n random ht m,0.10,1
6085,RT aeriarcade D23 to EXplOrationinSG Hello  Singtel Priority Sale starts tomorrow Remember to set your alarms  We wish everybody,-0.30,0
6086,Please dm i cant dm you ,0.00,1
6087,nomer singtel udsh dapet duuh degdegan,0.70,1
6088,Were the first person here So lucky  EXplOrationinSG exo singtel EXO ExplOration EXOinSG EXOPLANET EXOPLANET5 EXOinSINGAPORE EXplOrationinSG,0.00,1
6089,       singtel ,0.30,1
6090,If you want buy ticket exo in singapore with Qn small you can dm me Iam in very front and i have priority singtel so you can have ticket very good position  you can pay with SG bank or indo bank explorationinsg EXplOrationinBKK EXplOrationinManilaEXplOrationinSingapore,0.60,1
6091,If you want buy ticket exo in singapore with queque number small you can dm me Iam in queque very front and iam have priority singtel so you can have ticket very good position   explorationinsg EXplOrationinBKK EXplOrationinManila EXplOrationinSeoulEXplOrationinSingapore,0.20,1
6092,RT @TianlongServic1 We can see that Singtel discloses the information of what is required of SGX Listing Rule 710  CorporateGovernance Accounting Audit TianlongServicespictwittercomGbwDMnl1fI,0.00,1
6093,Deal announcement DemystData a New Yorkbased external data marketplace raised 125 million in funding MissionOG and Notion Capital led the round and was joined by investors including Singtel Innov8,0.90,1
6094,me hi are you a singtel usermy best friend heres your exo concert code,0.30,1
6095,D23 to EXplOrationinSG Hello  Singtel Priority Sale starts tomorrow Remember to set your alarms  We wish everybody the best of luck for the ticketing EXO BAEKHYUN CHANYEOL DO KAI SEHUN SUHO LAY AERIARCADE EXOinSGpictwittercompwqlUQnsTc,0.30,1
6096,Thanks a lot,0.70,1
6097,U think post office is good to buy tix must bring singtel bill is it faster or show phone faster lol sian i  Depends on how many people going the post office you are planning to go LOL I think is give the code though lol ,-0.20,0
6098,Hello I redeemed a code already So tmr I will go to ticket page and use the code or do I have to log in from the Singtel page to proceed,0.60,1
6099,Will there be concert goods,-0.90,0
6100,dont the singtel priority sales actually give worse tickets why is everyone fighting,0.20,1
6101,Can I proceed ticket with that code on my own Or I need u to help with Singtel mobile,0.50,1
6102,tomorrow is exo concert tic selling for singtel priority omg absbdbdbdn wish me luck idk,0.30,1
6103,We can see that Singtel discloses the information of what is required of SGX Listing Rule 710  CorporateGovernance Accounting Audit TianlongServicespictwittercom330HvcWZYw,0.00,1
6104,ok which section and u got extra singtel code if not i use my mums number to get first,0.20,1
6105,If you want to sell the singtel priority code pls dm me EXplOrationINSG,-0.10,0
6106,Singtel is a local telecom network,0.00,1
6107,Anyone need someone to help buy tickets tmr for Singtel EXplOrationinSG,0.00,1
6108,ist fine if someone who not used singtel buy the ticket but using my code singtel to buy the ticket tomorrow,0.10,1
6109,Hai tifa boleh tanya kamu antri singtel atau general sale,-0.80,0
6110,kalau umobile laju gila kat singapore tapi nama dia starhubsingtel  Aku main pubg 10ms bukak youtube laju gila,-0.80,0
6111,what t fck is wrong with fuckin singtel,-0.10,0
6112,I have six singtel codes for tomorrow why,-0.50,0
6113,singtel get your shit together man,0.70,1
6114,Seal the deal with the Samsung Galaxy Note1010 and Singtels XO plans The brandnew Samsung Galaxy Note10 and Note10 are mobile powerhouses like no other uniting a trinity of processing power razorsharp cameras and intelligent peripherals ,0.50,1
6115,TICKETING SERVICE EXO PLANET 5  EXplOration in SINGAPORE Service charge 45tix SINGTEL PRIORITY Accept Malaysian Payment Instant Transfer Slots available 616 Experienced and trustedEXplOrationinSG EXplOrationinSingapore,0.20,1
6116, mn i sing nhiu m sao ko dng singtel z ,0.00,1
6117,oh wahhHhh  then singtel priority basically no point also HAHAHA,-0.70,0
6118,Aku harap masa keluar tu  Sampai staff singtel starhub dan lain2 quit  Biar company aku tutup sebab kerugian yg amat besar  Aku suka buat staff macam anjing tersepit pintu ,0.00,1
6119,i have 2 more slots for Singtel Priority EXplOrationInSG  Service fee is 60sgd per tix  Malaysia Banking only ,0.10,1
6120,In brief OCBC Singtel in talks for virtual bank license sources say ,-0.10,0
6121,Dear Malaysians that will go to EXplOrationINSG singtel priority sales tomorrow will you guys pay via debit card or bring cash,-0.60,0
6122,Why dont you go on sat No singtel,-0.10,0
6123,Last year my friend bought from Singtel priority and her queue was 900 and I bought from general sale and I was very late but my queue was still 800 Idk how does the system works But I want better queue,0.00,1
6124,Any malaysian EXOLs wanna buy tix during Singtel priority sale tomorrow EXplOrationINSG,0.00,1
6125,SUBSCRIBE TO SINGTEL,0.00,1
6126,Will it be synced with ver 2 or ver 3 lightsticks or both,0.40,1
6127,Anyone need singtel promo code for tmr exo ticket EXplOrationinSG,-0.60,0
6128,20190823 sungguh kegabutan yang sangat tidak jelasKerja di kantor tapi fokus ke HP tiket mana tiket woi EXplOrationINSG EXplOrationinBKK  Mau coba war sendiri tapi ga punya singtel ga punya simcard thailand juga War pas regular day takut gagal Emosiii ,-0.50,0
6129,RT OneProductionSG EXOL have you redeem your promo code for EXplOrationINSG NO Visit  to redeem it NOW Do not forget Singtel Priority sale commence at 10am via SPORTS HUB TIX all channels Get your fingers ready pictwittercomMnNHc3cHuR,-0.30,0
6130,Is the lightstick syncing for ALL versions of lightstick Because mine is version 2 Im just afraid it applies to the latest version 3 only ,-0.30,0
6131,already queuing for singtel priority sales EXplOrationinSG EXplOrationinSingaporepictwittercom9Jw8dI5pLH,-0.50,0
6132,Hi you have to enter your Singtel mobile number then you will receive an OTP to verify your Singtel mobile number On verification you will see a promo code which has to be used to access the priority sale on website Hope this clarifies,0.50,1
6133,JASTIP TICKET ONLY EXPLORATION in SINGAPORE Kita dapet antrian awal banget yaLAST CALLFull payment only  Tiket Fisik  Singtel Priority  Bisa pilih section  Pasti dapet  include TAX  service EXplOrationinSingapore EXOinSG EXO EXOLpictwittercom3gnU8RqTnG,-0.40,0
6134, Panggilan terakhir bagi INA EXOLLAST FEW SLOTS untuk yang mau ikut jasa titip jastip tiket EXplOration di Singapore Singtel Priority Sale Tiket Fisik Ada Lucky DrawDeadline 23 Agustus 2019Harap segera DM  Line jika berminat EXplOrationinSG EXOinSGpictwittercomNjSyv5X9Uz,0.30,1
6135,Can you guys tell me what singtel it is Im from indonesia I dont have idea what  it is Thankyou  SINGTELEXO,-0.20,0
6136,TICKET ONLYEXO PLANET 5 in Singapore offline ticketing  singtel priority  early queingDate  15 September 2019  4 pmPrice  Full Payment Only harga include tax promotor Standing Pen  ,0.10,1
6137,Can you open what singtel it is Im from indonesia,0.00,1
6138,yes try it if you hold a singtel number,-0.80,0
6139,omg guys i think the singtel code is useless one number can have 4 codes like i tried 4 times idk man,0.70,1
6140,anyone who has unused singtel code for exo ticketing tomorrow singtel sg exoinsg EXplOrationINSG,0.40,1
6141,anyone has singtel code please can you give me one exoinsg EXplOrationINSG,0.00,1
6142,@SingtelSupport My Singtel TV account is 27146223 Please CANCEL the History  Crime channels from my account THANKS,0.10,1
6143,Priority Sales for Singtel Users TOMORROWEXplOrationinSG EXOinSG,0.00,1
6144,WTS EXPLORATION in singapore OFFLINE TICKETING early queing singtel priority Price in sgd  Yellow 298Blue 298Red 278Orange 248Green 198Silver 298Cream 278Purple 178Exclude fee  80sgdEXplOrationinSG EXplOrationinSingapore EXOinSG EXOpictwittercomgxuqVh7gtf,-0.30,0
6145,RT @yunseongii @SingtelSahgiel @SingtelSupport @SingtelFizz @SingtelPris All i need is to just flash the singtel logo Do u need any more details,0.00,1
6146,You can flash the Singtel operator logo on your phone or present your latest bill at any Singpost outlet or Singapore Indoor Stadium box office to enjoy the priority sale from 24 Aug 2019 10 am onwardsCheers,0.00,1
6147,Are u buying from singtel priorityWhat section are you,0.00,1
6148,main reason why im using singtel lol pictwittercomagTCbjNmYR,0.00,1
6149,Can try to buy EXO SG concert tix for anyone interested without a fee But I will need you to transfer me the tix money first just in case Will refund if tix not bought Doing it for real iEXOLs as I was disappointed when I could not get the overseas tix EXOplOrationinsg,0.00,1
6150,adakah yg tinggal di singapore  pake provider singtel atau ada yg punya temensodara gitu pake singtel PLS i need help ,0.10,1
6151,Ok I have messaged you,0.50,1
6152,yall the singtel code r all diff for everyone ,0.00,1
6153,nag redeemed ako ng singtel priority code if ever if ever na magbago isip ko pero nagbakasakali lang akong iredeem pictwittercomcy1HgAMOE1,-0.40,0
6154,Im eligible for Singtel Priority Sale so I will be buying the ticket tmr morning as the ticketing starts from 10amIf there is anyone interested please let me know ASAP  Thank youEXO EXOL EXplOrationInSG EXplOrationInSingapore @weareoneEXO ,0.00,1
6155,Yes Flash the Singtel operator logo on your phone or present your latest bill at any Singpost outlet or Singapore Indoor Stadium box office to enjoy the the priority sale from 24 Aug 2019 10am onwards,0.80,1
6156,Thank you so much  Have a nice day ,0.40,1
6157,someone selling singtel code for 8 LOL,0.00,1
6158,HELP RTHELPING TO BUY EXplOrationINSG SINGTEL PRIORITY SALESReady 5 slots pictwittercomXig6wIDqMl,0.60,1
6159,HI All Singtel mobile customers both postpaid prepaid and GOMO can enjoy priority sale for this event once their mobile number has been validated as a Singtel mobile number Cheers,0.10,1
6160,Hi guys Aku masih ada 6 slot tersisa untuk EXO di Singapore dan aku juga udah dapet SINGTEL PRIORITY CODE jadi fixed antri pake Singtel which means QN amanYang mau nitip boleh yaa DM aku  pictwittercom0NgrgSt4Xw,0.50,1
6161,HI All Singtel mobile customers both postpaid prepaid and GOMO can enjoy priority sale for this event once their mobile number has been validated as a Singtel mobile number Hope this clarifies,-0.10,0
6162,HHAHAHAHA SAME,0.70,1
6163,there are actually ppl selling the singtel priority code speechless,0.60,1
6164,EXO PLANET 5 singapore offline ticketing  singtel priority  early queingPrice Yellow Standing Rp 3650000Blue Seated Rp 3650000Red Rp 3450000Orange Rp 3200000Green Rp 2650000Silver Rp 3650000Cream Rp 3450000Purple Rp 2450000 EXplOrationINSG,-0.10,0
6165,LAST CALL OPEN JASTIP TIKET EXplOrationINSGSingtel Priority Tiket FisikFee terjangkauTrusted Harga sudah termasuk Fee  TaxFull Payment OnlyBisa DM ya jika berminat EXOinSG EXplOrationINSG EXOpictwittercom5stGSxmsEK,0.00,1
6166,WTS 3 Singtel Priority Codes QYOP DM if int  EXplOrationINSG EXplOrationinSingaporepictwittercomMWttUe5RJ4,0.00,1
6167,YES JUST KEY IN YOUR SINGTEL MOBILE NO AND OTP GET YOUR PROMO CODE SO TMW FROM10AM YOU CAN BUY TICKET,0.10,1
6168,TOMORROW FROM 10AM YOU CAN BUY TICKET WITH SINGTEL PROMO CODE,0.90,1
6169,Finally the code is different for everyone and the word SINGTEL PRIORITY means something,0.10,1
6170,Now need to call SingTel to get assistance Catch you guys The 1688 is more of a promotion and sales number rather it is for assistance I do not want to listen to what SingTel has to offer me right now Can you give me a number so that I can get connected without much hassle,0.10,1
6171,Any moots using singtel Needa help my sister Please dm ,-0.50,0
6172,EXOL have you redeem your promo code for EXplOrationINSG NO Visit  to redeem it NOW Do not forget Singtel Priority sale commence at 10am via SPORTS HUB TIX all channels Get your fingers ready pictwittercomustatHGpih,0.60,1
6173,We sincerely apologise for the inconvenience If you are on My singtel app you can try the Shirley icon on top to Message Us as well,0.10,1
6174,Selling one singtel promo code DM me  EXplOrationINSG EXplOrationinSingapore,0.00,1
6175,Singtel Snr Administrative Assistant Singapore S00 Singapore ,0.70,1
6176,Hi Good day  Would like to have a quick check regarding SingTel prior sales of EXO concert which u had mentioned earlier the FB would release the details but now only with promo code  May I know that the prepaid user could buy  Or the Friend n Family could help too Thxs,-0.10,0
6177,Hi I have already spoken with your colleague Joan regarding this Please check with her,-0.10,0
6178,Hi there sorry to hear that Can check if you get a confirmation via SMS of your data roaming plan subscription You can also check on My Singtel app on what was subscribe if there is any,0.50,1
6179,Thy chng n bn 5 8 code singtel  th chc l khc,-0.90,0
6180,All the LEDs are green on the modem and ONT The connectivity test says that it has detected an issue and that the call must be connected to a Technical Assistant The main problem is not being able to get through to Customer Service,0.00,1
6181,slots still available pls pm singtel presale ,0.00,1
6182,Selling One singtel promo code for ExoInSg EXplOrationinSingapore Can nego Dm me,0.30,1
6183,hmmyou can DM me the registered full name and the passportICFIN registered on the account so we can verify Do share the IMSI number as well,0.30,1
6184,Hi sorry to hear that Can check if any of the LEDs on the modem and ONT are in red You can doa Connectivity Test as well via My Singtel app after selecting your Fibre broadband from the list of services,0.00,1
6185,Selling One singtel promo code for ExoInSg EXplOrationinSingapore Can nego Dm me,0.10,1
6186,In brief OCBC Singtel in talks for virtual bank license sources say pictwittercomGYw7gPYuBw,-0.30,0
6187,Fix this singtel pictwittercomNcCKbuHECh,-0.80,0
6188,with them and the  suspended my mobile data cos it reached the cap So now im stuck in the airport using the wifi trying to get this ish settled  it was supposed to be a happy day,-0.80,0
6189,I bought a roaming plan while in SG so that i would have data here but my stupid telco @Singtel im talking about you didnt activate it So then they started charging me for the roaming data ive used which has reached 500 btw cos i was using it trying to get in touch ,-0.30,0
6190,omg TT apparently GOMO numbers work sia for priority code even tho Singtel staff say cannot w,0.10,1
6191,i have 2 more singtel numbers ,0.00,1
6192,Ive got Singtel priority promotion code Thank God ,0.90,1
6193,redeemed the singtel code with my friends help aaaaa forever grateful to her TTTTT,0.20,1
6194,I got the promo code from singtel ,0.50,1
6195,Me tells my mum Im going to use her number for singtel promo code today My mum forgets to bring her phone to work,0.20,1
6196,Did everyone manage to get the promo code for Singtel priority sale,0.30,1
6197,yehetnot a singtel user but still managed to get the promo code ,0.90,1
6198,They finally generated unique codes for Singtel Priority code,0.30,1
6199,yesyes got my singtel code  left w ticketing tomorrw ,-0.40,0
6200,LolWhat is the point getting 2 Singtel codes when i will not using Singtel Priority SalesEXplOrationinSingaporeExplorationinSG,0.70,1
6201,Hi Everything is done and managed to get my phone ,0.70,1
6202,i think the singtel cose this time is unique,0.30,1
6203,yES redeemed my code for singtel priority  EXplOrationInSG,-0.20,0
6204,I am from Indonesia and i dont have many relatives right now here in SG I dont want to call Indonesia numbers from here It will cost me Roaming chargeWhat do you suggest,-0.90,0
6205,@SingtelSupport What is happening SingTel After the fibre upgrade last night there is no internet at home Called 1688  recorded promotion going on cant get connected to CCO Not interested in your promotions right now Chat got cut off halfway So now what t,0.70,1
6206,Hi we dont have your mobile number yet but you can share it with us via DM so we can check You can also click on the local data counter on my Singtel app to confirm what was provided aside from your base plans local data bundle,0.00,1
6207,This weeks bonds cover Investors embrace Singtels dollar bond  reports @MorgyMDavis,0.80,1
6208,Hi saw your tweet Still have problem remembering your mobile number You can try to call another number so that your number will show Hope this helps,0.20,1
6209,Singtel Group prices US750 million 10year notes at 2375 Capitalmarket ,0.00,1
6210,singtel priority,0.20,1
6211,If you need Singtel PriorityCode for EXplOrationINSG  you can DM me ,0.40,1
6212,Bump The singtel code is gonna be out soon EXplOrationinSG EXO @,0.00,1
6213,Singtel Ericsson SingaporePolytechnic open 5G garage 5G Garage is first partnership of its kind between enterprise industry and higher education in Singapore Enterprises can codevelop  test 5G solutions such as transportation logistics healthcare and ,-0.80,0
6214,Dont you people dont have my contact no or dont have the outgoing call to call and sort out this issue and close it,-0.60,0
6215,I have already mentioned i have redeemed it but not added in my dataAgain someone will come tomorrow and will ask me to check somewhere When this conversation will end and singtel allot me the data which was promised pictwittercomZ6W4mLFWck,-0.30,0
6216,Singtel Ericsson and Singapore Polytechnic open 5G Garage  Newspictwittercom4dThYVLYAL,0.70,1
6217,Last call to Malaysian EXOL Queueing overnight for the priority sales best queue number guarantee  EXplOrationinSG exo singtel EXO ExplOration EXOinSG EXOPLANET EXOPLANET5 EXOinSINGAPORE EXplOrationinSG,0.10,1
6218,JSQUARED 10 off Sitewide at Shopee Singtel Dash ,0.30,1
6219,I CAN WATCH LALIGA ON SINGTEL AGAIN YEEEESSSSSS,-0.60,0
6220,,-0.30,0
6221,i tried calling my boyfriend  the singtel lady said he wasnt available bitch tryna fool ard w me  all sleeping w my bangla what an ass HAHHA ok im so bored i should shut up before he scolds me for talking shit,0.10,1
6222,a bt buc mng singtel  vn c ht nm ngoi t c ly code vi ln ri,-0.30,0
6223,Mencari sesuap nasiBTW Yang mau nitip tiket EXO di Singapore aku masih open yaa Pake Singtel priority nih pictwittercomJZLASkWwZM  at Singapore Indoor Stadium,0.10,1
6224,Just fuck singtel ah,-0.80,0
6225,Seriously right now singtel Im in a ranked match ohh mahhh goddddd,0.10,1
6226,Hi fizzIt looks like i forgot my number and i cannot access any Retrieve my number through Self HelpMind to remind whats my number again,0.00,1
6227,My singtel wifi is gg wonky annoyi g ,-0.50,0
6228,6582980479my number singtel,-0.60,0
6229,nope but the number of times where the wifi died has been quite frequent in the last few weeks,0.20,1
6230,Hi there just to clarify it keeps on getting reset,-0.10,0
6231,Hi i got the information by calling 100Thanks a lot,0.00,1
6232,LAST CALL OPEN JASTIP TIKET EXplOrationINSGSingtel Priority Tiket FisikFee terjangkauTrusted Harga sudah termasuk Fee  TaxFull Payment OnlyBisa DM ya jika berminat EXOinSG EXplOrationINSG EXOpictwittercomXi2dcYFLoN,0.10,1
6233,singtel ,0.90,1
6234,Hi there are you enquiring on your prepaid service,-0.80,0
6235,SINGTEL is better Slightly pricey but so far is reliable ,0.40,1
6236,@SMTOWNGLOBAL EXO Singapore concert goes prior by SingTel local telco membershipThen the Lysn membership purchase only open for South Korean fans  I joined this membership to get nth benefits some more I joined it on the first day launched  looked so stup,0.20,1
6237,Would definitely go for singpost instead While waiting i can use singtel code to buy online too ,-0.70,0
6238,Any malaysians going to sg for exos ticketing Singtel priority EXplOrationinSingapore explorationinsg ,-0.50,0
6239,@SingtelSupport @Singtel All my old data is gone Im supposed to be at my last 4day challenge and everytime i log in trying to sync they keep giving me 1000 points and ask me to register again and again pictwittercomciiH5qoB1j,0.00,1
6240,ahh I wasnt referring to GOMO cause Im like 80 sure GOMO is under Singtel but not under Singtel customers are you using GOMO as well I can try contacting GOMOs online service As for Singtel really need to call during working hours or head down to the store de,-0.50,0
6241,Singtel priority sale23,-0.90,0
6242,are you referring to gomo  i called them regarding this just now and they told me to call singtel but singtels line took forever to pick up so i gave up ,-0.40,0
6243,Y u dont have sun tvnormally all cable providers give sun tv right U starhub or singtelColours tv ah After the enga vitu mappilai fiasco i gave up on them,0.30,1
6244,hello @OneProductionSG  can I check with you if Singtel prepaid users are eligible to get the priority promo code or only postpaid users are allowed I cant seem to find this in your FAQs,-0.20,0
6245,Can anyone help me how does the singtel priority sells works  EXplOrationINSG,-0.30,0
6246,@Singtel how do i check how much my packet data left,-0.20,0
6247,fml im so angsty anyone Singtel user here,0.20,1
6248,@SingtelSupport is there an issue with SingTel business broadband in Raffles Place ,0.00,1
6249,Anyone can help me to get the promo code for priority sale of EXplOrationINSG  My friends doesnt have singtel I just need the code and will try to get 1 ticket for myself,0.40,1
6250,can we use visa for payment,0.30,1
6251,Hai udah punya temen nginap,0.90,1
6252,Hi there were still liaising with our teams on this,-0.30,0
6253,Awesome We hope youll keep on enjoying our network Rest assured that well use this feedback so that we continue to strive for customer happiness  P,-0.90,0
6254,Singtel as service provider  their interpretation of customer service is customer served them ,-0.30,0
6255,I live in Singapore  Subscribe my TV channels from Singtel They are simply the worst service provider  ever ,-0.40,0
6256, TVB channels available to Singtel customers for first time,-0.80,0
6257,my wifi has been down for 4 hrs lencdkjzjcjdjxjs singtel WHY,0.00,1
6258,@CirclesLifeSG customer centric digital first approach makes winners @Singtel sent me a cheque 3 months after cancelling my plan ,0.10,1
6259,OCBC In Talks With Singtel on Singapore Virtual Bank License ,0.10,1
6260,In brief OCBC Singtel in talks for virtual bank license sources say ,0.10,1
6261,In brief OCBC Singtel in talks for virtual bank license sourcessay pictwittercom7DlG3dllYJ,0.10,1
6262,OCBC in talks with Singtel about virtual bank licence say sources ,0.00,1
6263,ok have you guys found anything  theres a tournament tonight 9pm and tomorrow 7,-0.30,0
6264,EXOL EXplOrationINSG EXplOrationinSingapore ticketing detailsexperienced ticketing in  singtel priority tickets 24thno back out for slots2 slots left60sgdalready quedm for more infos pictwittercomPqVZrAAEhY,0.60,1
6265,@SingtelSahgiel  can u follow me i cant msg u my account details,-0.10,0
6266,Ahhh okay thank youu,0.00,1
6267,Hi can i ask too How many tickets can i buy through priority sales,-0.10,0
6268,Business Legal Manager Singtel  Singapore  Singapore Singapore Company Singtel This role provides legal advices on a broad range of commercial issues of relevance to enterprise businesses Responsibilities   For More Jobs  Please Go2 Our Page,0.70,1
6269,Hi yes we are already requesting for the traceroute so our Network team can check further and fix the issue Stay tuned,-0.70,0
6270,any Malaysian EXOL here im queueing for the tickets on 24th for priority sales let me know if anyone need help to get the best queue number  EXplOrationinSG exo singtel EXO ExplOration EXOinSG EXOPLANET EXOPLANET5 EXOinSINGAPORE EXplOrationinSG,-0.40,0
6271,Been more than 6 days now Noone contacted me over call no feedback I am running from store to store from one support to other but nothing positive or satisfactory from your side @airtelindia @AirtelPresence @airtelbuzz @Singtel @,-0.30,0
6272,yang masih mau jastip exploration in Singapore ticket only masih ada slot yaaa line us @qsd5070e  dm IG @idpeekabootour dijamin trusted singtel priorityEXplOrationinSG EXplOrationinSingapore,-0.30,0
6273,can you follow me back so i can dm you my account details but you probably dont need to check anything theres already people crying on twitter just fix it,0.90,1
6274,@Singtel @SingtelSupport FIX PLS CHRISTMAS ALREADY,0.80,1
6275,Welcome Aboard We always strive to provide our customers with the best telco experience If ever you need help just let us know Have a great day,0.00,1
6276,the singtel lady must be so done with my fkn questions but shes so nice lmao,-0.30,0
6277,7  GIC WealthyThai   GIC Singtel,0.00,1
6278,ok i followed pls fix,0.50,1
6279,SingtelSiMLG V40 ThinQ pictwittercomuZ9xTZqsbZ,0.50,1
6280,New Tumblr post Song Recommendation 22 by Taylor Swift About a week after I left Singtel I started working parttime as an admin cum inventory assistant at a fashion shop that supports local brands located just a few streets away from my prev ,0.10,1
6281,New Tumblr post Song Recommendation 22 by Taylor Swift About a week after I left Singtel I started working parttime as an admin cum inventory assistant at a fashion shop that supports local brands located just a few streets away from my prev ,0.20,1
6282,OCBC in talks with Singtel about virtual bank licence say sources ,0.00,1
6283,singtel is the reason why i get 200 ping on middle east instead of 60 best ISP ever ,-0.90,0
6284,Trending SGX News  OCBC in talks with Singtel for virtual bank license report The bank may take   ,0.00,1
6285,Trying to call a Singtel  Customer Service is worst then asking money back from an ex NO MATTER WHAT COMBINATION OF BUTTONS I PRESS ITS ALL ROBOTS,-0.60,0
6286,And comparing to my previous daily test resultpictwittercomncifxH8kLA,0.00,1
6287,Hi sorry to hear that Can check what is this telephone number for Were you able to take note of the number If not we are here to help,0.30,1
6288,singtel wifi always suddenly stop working what a great ISP we have lmao,-0.90,0
6289,Singtel Learning  Development Manager Singapore S00 Singapore ,0.00,1
6290,@SingTel  your customer care insist that I write down a telephone number for service relocation  why cant you just text me the number or email me the number   I am on the move and cannot get hold of pen and paper  lousy CRM singtel you have upgrade Pegasu,-0.50,0
6291,24,0.10,1
6292,Singtel Singapores leading telco is exploring a virtual banking licence with OCBC Valerie Law looks into the timing and potential after regulator MAS announced it would issue up to 5 new digital banking licences Sign up or sign in to read more,0.00,1
6293,Alright @CirclesLifeSG  dont fail me @Singtel not gonna miss ya for sure  pictwittercomTNgE9kpFsK,0.20,1
6294,How Singtel Could Succeed as a Digital Bank  Part 1 topdown ,-0.30,0
6295,Hello I will be purchasing tickets for both general  singtel priority sales thus selling one ticket away It will be a Standing Pen C ticket Will be queueing one day earlier so rest assured ill try my best to get a gd queue number Orig price DM if int EXplOrationinSG,0.20,1
6296,Um yes Its still a problem,0.00,1
6297,Hi on your StepUp can try to check under Rewards your Redeemed  local data It will also indicate the date it was redeemed,0.00,1
6298,Hi still need help connecting to Singtel WiFi Tweet us,0.20,1
6299,Hi there are you able to connect now Tweet us so we can help if still unable to,0.00,1
6300,Singtel Group prices 104b 10year notes at 2375  singapore business italy,0.00,1
6301,OCBC in talks with Singtel for virtual bank license report  singapore business italypictwittercomnt2vmhJjib,0.20,1
6302,SiMSingtel,0.10,1
6303,Selamat thursday gais 50 jogg pun ade zone merah  takpe dapat la reward data 2Gb jadilah marilah bersenam untuk lebih data singtel aiavitality @ Compassvale Crescent ,-0.90,0
6304,OCBC Singtel in talks for virtual bank inSingapore pictwittercomYe6xEGZzDi,-0.30,0
6305,@Singtel i feel like we are paying so much for you to provide such shitty network Cant even get proper metwork speed in the room smh,0.20,1
6306,No for sure,0.50,1
6307,kartu singtel ya bang ,-0.10,0
6308,Singapore stocks to watch Thursday Keppel Soilbuild REIT Creative Tech OCBC Singtel pictwittercomJ5mBNZkyAN,0.00,1
6309,At least youre not on Singtel,-0.20,0
6310,was at amk hub,0.00,1
6311, HELP RT  OPEN JASTIPEXPLORATION in SINGAPORE DEADLINE 23 AgustusFULL PAYMENT ONLY MINAT DM ya Tiket FisikSingtel PriorityPasti dapet karena bakal antri OFFLINE  Aku bakal ngantri 1 hari sebelum Bisa pilih sectionInclude TAX  SERVICE pictwittercomOkK5L8gXac,0.10,1
