,has_media,hashtags,img_urls,is_replied,is_reply_to,likes,links,parent_tweet_id,replies,reply_to_users,retweets,screen_name,text,text_html,timestamp,timestamp_epochs,tweet_id,tweet_url,user_id,username,video_url,label
1274,FALSE,[],[],FALSE,FALSE,0,[],,0,[],0,teoweeli,"@M1Singapore any updates for northeast, been 6 hours","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1095247821647732738"" dir=""ltr"" href=""/M1Singapore""><s>@</s><b><strong>M1Singapore</strong></b></a> any updates for northeast, been 6 hours</p>",22-05-2019 6.47,1558507672,1.13E+18,/teoweeli/status/1131089275330580480,290912125,Russell,,1
1275,FALSE,[],[],TRUE,FALSE,0,[],,1,[],0,aimeesoph,@M1Singapore is fibre broadband back up again? left the house to access wifi and would like to know if i can return...,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1095247821647732738"" dir=""ltr"" href=""/M1Singapore""><s>@</s><b><strong>M1Singapore</strong></b></a> is fibre broadband back up again? left the house to access wifi and would like to know if i can return...</p>",22-05-2019 6.43,1558507431,1.13E+18,/aimeesoph/status/1131088264213827584,1321918986,aimee 🦋,,0
1276,FALSE,[],[],FALSE,FALSE,0,[],,0,[],0,milksmootae,@M1Singapore checking if postcode 200029 WiFi is done?,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1095247821647732738"" dir=""ltr"" href=""/M1Singapore""><s>@</s><b><strong>M1Singapore</strong></b></a> checking if postcode 200029 WiFi is done?</p>",22-05-2019 6.41,1558507293,1.13E+18,/milksmootae/status/1131087684410040321,1.08E+18,泰泰 (◍ ˃̵͈̑ᴗ˂̵͈̑) (‘∀’●)♡ㅡ,,0
1277,FALSE,[],[],TRUE,FALSE,0,[],,1,[],0,onethreezerosix,"@M1Singapore if my data burst, can yall dont charge? ","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1095247821647732738"" dir=""ltr"" href=""/M1Singapore""><s>@</s><b><strong>M1Singapore</strong></b></a> if my data burst, can yall dont charge? <img alt=""😊"" aria-label=""Emoji: Smiling face with smiling eyes"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f60a.png"" title=""Smiling face with smiling eyes""/></p>",22-05-2019 6.40,1558507238,1.13E+18,/onethreezerosix/status/1131087456722309120,440012938,S⁷,,0
1278,FALSE,[],[],TRUE,FALSE,0,[],,1,[],0,nicgan,"@M1Singapore checking if postcode 438610's broadband issue is resolved? already turned off and on both router and ONT many times. if it's still in process, kindly update as well. :)","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1095247821647732738"" dir=""ltr"" href=""/M1Singapore""><s>@</s><b><strong>M1Singapore</strong></b></a> checking if postcode 438610's broadband issue is resolved? already turned off and on both router and ONT many times. if it's still in process, kindly update as well. :)</p>",22-05-2019 6.38,1558507134,1.13E+18,/nicgan/status/1131087019445170179,16221192,Nicholas Gan,,0
1279,FALSE,[],[],FALSE,TRUE,0,[],1.13E+18,0,"[{'screen_name': 'M1Singapore', 'user_id': '1095247821647732738'}]",0,khsim18,"Yishun still no out after more than 4 hours. This is very bad, M1.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Yishun still no out after more than 4 hours. This is very bad, M1.</p>",22-05-2019 6.33,1558506794,1.13E+18,/khsim18/status/1131085590999396353,37144742,Sim Khoon Huat,,0
1280,FALSE,[],[],FALSE,TRUE,0,[],1.13E+18,0,"[{'screen_name': 'jacobthank', 'user_id': '30826304'}]",0,M1Singapore,"@jacobthank , we are sorry for the inconvenience. Our engineers are working hard to resolve the issue. Meanwhile, can you try to turn off and on your router and ONT and refresh the WIFI connection on the mobile device? Thank you. - Liting","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""30826304"" dir=""ltr"" href=""/jacobthank""><s>@</s><b>jacobthank</b></a> , we are sorry for the inconvenience. Our engineers are working hard to resolve the issue. Meanwhile, can you try to turn off and on your router and ONT and refresh the WIFI connection on the mobile device? Thank you. - Liting</p>",22-05-2019 6.27,1558506442,1.13E+18,/M1Singapore/status/1131084114189266945,1.10E+18,M1,,1
1281,FALSE,[],[],FALSE,TRUE,0,[],1.13E+18,0,"[{'screen_name': 'allenk1w1', 'user_id': '46659531'}]",0,M1Singapore,@allenk1w1 Our engineers are still resolving the issue and we will provide more information as soon as possible. Please stay tuned to our Twitter or Facebook for more updates. Thank you for your patience. - Liting,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""46659531"" dir=""ltr"" href=""/allenk1w1""><s>@</s><b>allenk1w1</b></a> Our engineers are still resolving the issue and we will provide more information as soon as possible. Please stay tuned to our Twitter or Facebook for more updates. Thank you for your patience. - Liting</p>",22-05-2019 6.25,1558506339,1.13E+18,/M1Singapore/status/1131083682901581824,1.10E+18,M1,,1
1282,FALSE,[],[],TRUE,TRUE,0,[],1.13E+18,1,"[{'screen_name': 'alldaydavid13', 'user_id': '4779636254'}]",0,M1Singapore,"@alldaydavid13 , may we know if you are having issue with your home broadband? If yes, can you try to turn off and on your router and ONT and refresh the WIFI connection on the mobile device? Thank you. - Liting","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""4779636254"" dir=""ltr"" href=""/alldaydavid13""><s>@</s><b>alldaydavid13</b></a> , may we know if you are having issue with your home broadband? If yes, can you try to turn off and on your router and ONT and refresh the WIFI connection on the mobile device? Thank you. - Liting</p>",22-05-2019 6.24,1558506260,1.13E+18,/M1Singapore/status/1131083350809219074,1.10E+18,M1,,1
1283,FALSE,[],[],TRUE,FALSE,0,[],,1,[],0,jacobthank,@M1Singapore Hi M1 when do you expect the issue to be resolved around Braddell Heights? No Internet for Last 3 hours.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1095247821647732738"" dir=""ltr"" href=""/M1Singapore""><s>@</s><b><strong>M1Singapore</strong></b></a> Hi M1 when do you expect the issue to be resolved around Braddell Heights? No Internet for Last 3 hours.</p>",22-05-2019 6.17,1558505872,1.13E+18,/jacobthank/status/1131081726908747777,30826304,Jacob Thankamony,,0
1284,FALSE,[],[],FALSE,TRUE,0,[],1.13E+18,0,"[{'screen_name': 'M1Singapore', 'user_id': '1095247821647732738'}]",0,tinynanana,"why are you even updating us on social media when it is the internet service is down? is it so hard to send an sms to update your subscribers? 

i hope you'll improve on the way you update your subscribers in future...","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">why are you even updating us on social media when it is the internet service is down? is it so hard to send an sms to update your subscribers? 

i hope you'll improve on the way you update your subscribers in future...</p>",22-05-2019 6.16,1558505805,1.13E+18,/tinynanana/status/1131081444946612226,1.12E+18,tinynanana*I.O.I Garden,,0
1285,FALSE,[],[],TRUE,FALSE,0,[],,1,[],0,allenk1w1,"@M1Singapore C'mon guys you are a Major Telco, this outage is now unacceptable...","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1095247821647732738"" dir=""ltr"" href=""/M1Singapore""><s>@</s><b><strong>M1Singapore</strong></b></a> C'mon guys you are a Major Telco, this outage is now unacceptable...</p>",22-05-2019 6.16,1558505797,1.13E+18,/allenk1w1/status/1131081410310098944,46659531,Allen Kelly,,0
1286,FALSE,[],[],TRUE,FALSE,0,[],,2,[],0,alldaydavid13,@M1Singapore does the service disruption happen to disrupt in central area ?,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1095247821647732738"" dir=""ltr"" href=""/M1Singapore""><s>@</s><b><strong>M1Singapore</strong></b></a> does the service disruption happen to disrupt in central area ?</p>",22-05-2019 6.15,1558505726,1.13E+18,/alldaydavid13/status/1131081112522960897,4779636254,davide,,0
1287,FALSE,[],[],FALSE,TRUE,0,[],1.13E+18,0,"[{'screen_name': 'M1Singapore', 'user_id': '1095247821647732738'}]",0,RichardIrving2,Please reimburse the 4G I've had to burn thru so I can complete my work,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Please reimburse the 4G I've had to burn thru so I can complete my work</p>",22-05-2019 6.09,1558505379,1.13E+18,/RichardIrving2/status/1131079657728561152,313230348,Richard Irving,,0
1288,FALSE,[],[],FALSE,TRUE,0,[],1.13E+18,0,"[{'screen_name': 'mbbtekkofl', 'user_id': '846298646844915712'}, {'screen_name': 'M1Singapore', 'user_id': '1095247821647732738'}]",0,RichardIrving2,"I'm working from home and have had to use 4G data from my phone, hopefully they will reimburse the data too, also phone signal is almost non existent","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">I'm working from home and have had to use 4G data from my phone, hopefully they will reimburse the data too, also phone signal is almost non existent</p>",22-05-2019 6.08,1558505324,1.13E+18,/RichardIrving2/status/1131079427972931584,313230348,Richard Irving,,0
1289,TRUE,[],['https://pbs.twimg.com/media/D7Jmf-rU8AAyzwE.jpg'],FALSE,FALSE,0,[],,0,[],0,YukimoriJoy,@M1Singapore  pic.twitter.com/ahxQmACyLD,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""und""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1095247821647732738"" dir=""ltr"" href=""/M1Singapore""><s>@</s><b><strong>M1Singapore</strong></b></a> <img alt=""🙄"" aria-label=""Emoji: Face with rolling eyes"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f644.png"" title=""Face with rolling eyes""/> <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/ahxQmACyLD"">pic.twitter.com/ahxQmACyLD</a></p>",22-05-2019 6.07,1558505261,1.13E+18,/YukimoriJoy/status/1131079161760473093,1632368684,Ringo Joy,,1
1290,FALSE,[],[],FALSE,TRUE,0,[],1.13E+18,0,"[{'screen_name': 'petelee68', 'user_id': '20220473'}]",0,M1Singapore,We apologise for the inconvenience. Our engineering is currently working hard to resolve the issue. We will provide updates as soon as possible on our Facebook/Twitter page. Your patience in the interim is highly appreciated. - Rina,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">We apologise for the inconvenience. Our engineering is currently working hard to resolve the issue. We will provide updates as soon as possible on our Facebook/Twitter page. Your patience in the interim is highly appreciated. - Rina</p>",22-05-2019 6.06,1558505186,1.13E+18,/M1Singapore/status/1131078846755811328,1.10E+18,M1,,1
1291,FALSE,[],[],TRUE,TRUE,0,[],1.13E+18,1,"[{'screen_name': 'M1Singapore', 'user_id': '1095247821647732738'}]",0,petelee68,787084,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""und"">787084</p>",22-05-2019 6.01,1558504893,1.13E+18,/petelee68/status/1131077621192613889,20220473,Peter Lee,,1
1292,FALSE,[],[],TRUE,TRUE,0,[],1.13E+18,1,"[{'screen_name': 'petelee68', 'user_id': '20220473'}]",0,M1Singapore,The installation address. Just the postal code will do. - Rina,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">The installation address. Just the postal code will do. - Rina</p>",22-05-2019 6.00,1558504848,1.13E+18,/M1Singapore/status/1131077431413092352,1.10E+18,M1,,1
1293,FALSE,[],[],FALSE,TRUE,0,[],1.13E+18,0,"[{'screen_name': 'Albert_Nombres', 'user_id': '884634493859930112'}, {'screen_name': 'M1Singapore', 'user_id': '1095247821647732738'}]",0,eauyong,M1 fibre internet connection problem at Bedok center near NTUC Fair price. Please check,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">M1 fibre internet connection problem at Bedok center near NTUC Fair price. Please check</p>",22-05-2019 5.58,1558504727,1.13E+18,/eauyong/status/1131076922417434624,90784068,edward au yong,,1
1294,FALSE,[],[],TRUE,TRUE,0,[],1.13E+18,1,"[{'screen_name': 'M1Singapore', 'user_id': '1095247821647732738'}]",0,petelee68,My home address?,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">My home address?</p>",22-05-2019 5.57,1558504663,1.13E+18,/petelee68/status/1131076653306658816,20220473,Peter Lee,,1
1295,FALSE,[],[],TRUE,TRUE,0,[],1.13E+18,1,"[{'screen_name': 'petelee68', 'user_id': '20220473'}]",0,M1Singapore,Can I know what is the service address for your fibre home broadband? - Rina,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Can I know what is the service address for your fibre home broadband? - Rina</p>",22-05-2019 5.56,1558504596,1.13E+18,/M1Singapore/status/1131076374909923330,1.10E+18,M1,,1
1296,FALSE,[],[],FALSE,TRUE,0,['https://www.straitstimes.com/singapore/singtel-fined-500000-for-massive-24-hour-fibre-broadband-disruption-in-dec-2016'],1.13E+18,0,"[{'screen_name': 'M1Singapore', 'user_id': '1095247821647732738'}]",0,KitoLara,Bishan still down. Didnt M1 just changed CEO in Dec? Very poor dmg control. Guess he is bracing for something similar coming his wayhttps://www.straitstimes.com/singapore/singtel-fined-500000-for-massive-24-hour-fibre-broadband-disruption-in-dec-2016 …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Bishan still down. Didnt M1 just changed CEO in Dec? Very poor dmg control. Guess he is bracing for something similar coming his way<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://www.straitstimes.com/singapore/singtel-fined-500000-for-massive-24-hour-fibre-broadband-disruption-in-dec-2016"" dir=""ltr"" href=""https://t.co/9QeDp4gQwf"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.straitstimes.com/singapore/singtel-fined-500000-for-massive-24-hour-fibre-broadband-disruption-in-dec-2016""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">straitstimes.com/singapore/sing</span><span class=""invisible"">tel-fined-500000-for-massive-24-hour-fibre-broadband-disruption-in-dec-2016</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",22-05-2019 5.56,1558504569,1.13E+18,/KitoLara/status/1131076259188920321,321192994,Kito Lara,,0
1297,FALSE,[],[],FALSE,TRUE,0,[],1.13E+18,0,"[{'screen_name': 'M1Singapore', 'user_id': '1095247821647732738'}]",0,JamesLodder,@M1Singapore any update please?,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1095247821647732738"" dir=""ltr"" href=""/M1Singapore""><s>@</s><b><strong>M1Singapore</strong></b></a> any update please?</p>",22-05-2019 5.55,1558504515,1.13E+18,/JamesLodder/status/1131076031912132608,559241817,James Matthew Lodder,,1
1298,FALSE,[],[],TRUE,TRUE,0,[],1.13E+18,1,"[{'screen_name': 'M1Singapore', 'user_id': '1095247821647732738'}]",0,petelee68,Already did 2 times. Once at 10 am and just 5 min ago,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Already did 2 times. Once at 10 am and just 5 min ago</p>",22-05-2019 5.53,1558504415,1.13E+18,/petelee68/status/1131075614281093122,20220473,Peter Lee,,1
1299,FALSE,[],[],TRUE,TRUE,0,[],1.13E+18,1,"[{'screen_name': 'petelee68', 'user_id': '20220473'}]",0,M1Singapore,"Hi Peter Lee, would you mind to try restart your ONT & router now to give it another go? - Rina","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Hi Peter Lee, would you mind to try restart your ONT &amp; router now to give it another go? - Rina</p>",22-05-2019 5.52,1558504362,1.13E+18,/M1Singapore/status/1131075393438605313,1.10E+18,M1,,0
1300,FALSE,[],[],FALSE,TRUE,0,[],1.13E+18,0,"[{'screen_name': 'ErnestGohIII', 'user_id': '2470728986'}]",0,M1Singapore,@ErnestGohIII we are sorry for the inconvenience. Can you try to turn off and on your router and ONT and refresh the WIFI connection on the mobile device? Thank you. - Liting,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""2470728986"" dir=""ltr"" href=""/ErnestGohIII""><s>@</s><b>ErnestGohIII</b></a> we are sorry for the inconvenience. Can you try to turn off and on your router and ONT and refresh the WIFI connection on the mobile device? Thank you. - Liting</p>",22-05-2019 5.52,1558504329,1.13E+18,/M1Singapore/status/1131075254586097664,1.10E+18,M1,,1
1301,FALSE,[],[],FALSE,TRUE,0,[],1.13E+18,0,"[{'screen_name': 'YukimoriJoy', 'user_id': '1632368684'}]",0,M1Singapore,"Hi @YukimoriJoy, we are currently checking on the situation. Please stay tuned to our Facebook and Twitter pages for more updates regarding this. Thanks for your patience and understanding! -  Mel","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Hi <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1632368684"" dir=""ltr"" href=""/YukimoriJoy""><s>@</s><b>YukimoriJoy</b></a>, we are currently checking on the situation. Please stay tuned to our Facebook and Twitter pages for more updates regarding this. Thanks for your patience and understanding! -  Mel</p>",22-05-2019 5.52,1558504324,1.13E+18,/M1Singapore/status/1131075232352096257,1.10E+18,M1,,1
1302,FALSE,[],[],TRUE,FALSE,0,[],,1,[],0,petelee68,@M1Singapore u got no internet at home. Yio chu kang area,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1095247821647732738"" dir=""ltr"" href=""/M1Singapore""><s>@</s><b><strong>M1Singapore</strong></b></a> u got no internet at home. Yio chu kang area</p>",22-05-2019 5.50,1558504252,1.13E+18,/petelee68/status/1131074928969519105,20220473,Peter Lee,,0
1303,TRUE,[],['https://pbs.twimg.com/media/D7JihgjUcAEIntE.jpg'],TRUE,TRUE,0,[],1.13E+18,1,"[{'screen_name': 'M1Singapore', 'user_id': '1095247821647732738'}]",0,YukimoriJoy,"No, I did that 10 times and lol its not only me but many other people experiencing it toopic.twitter.com/CHakcB1Nqs","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">No, I did that 10 times and lol its not only me but many other people experiencing it too<a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/CHakcB1Nqs"">pic.twitter.com/CHakcB1Nqs</a></p>",22-05-2019 5.50,1558504218,1.13E+18,/YukimoriJoy/status/1131074789701898240,1632368684,Ringo Joy,,0
1304,FALSE,[],[],TRUE,FALSE,0,[],,1,[],0,ErnestGohIII,@M1Singapore After more than half a day the Internet still down? What wrong?,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1095247821647732738"" dir=""ltr"" href=""/M1Singapore""><s>@</s><b><strong>M1Singapore</strong></b></a> After more than half a day the Internet still down? What wrong?</p>",22-05-2019 5.50,1558504214,1.13E+18,/ErnestGohIII/status/1131074770902978560,2470728986,Toko Fukawa,,0
1305,FALSE,[],[],TRUE,TRUE,0,[],1.13E+18,1,"[{'screen_name': 'M1Singapore', 'user_id': '1095247821647732738'}]",0,Albert_Nombres,"Fibre was down since 830am. Called 1627 and it says can only call at 9am. At 9am 1627 is not reachable. Would appreciate update from M1 thru sms, am surprised that M1 is updating thru Facebook expecting everyone has an account. When is it expected restored? At least let us know.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Fibre was down since 830am. Called 1627 and it says can only call at 9am. At 9am 1627 is not reachable. Would appreciate update from M1 thru sms, am surprised that M1 is updating thru Facebook expecting everyone has an account. When is it expected restored? At least let us know.</p>",22-05-2019 5.50,1558504204,1.13E+18,/Albert_Nombres/status/1131074729484333057,8.85E+17,Albert Nombres,,0
1306,FALSE,[],[],FALSE,TRUE,1,[],1.13E+18,0,"[{'screen_name': 'M1Singapore', 'user_id': '1095247821647732738'}]",0,redfieryphoenix,"It has been five hours, this downtime is getting unacceptable.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">It has been five hours, this downtime is getting unacceptable.</p>",22-05-2019 5.41,1558503673,1.13E+18,/redfieryphoenix/status/1131072504078823430,2976128340,Hidden Dragon,,0
1307,FALSE,[],[],FALSE,TRUE,0,[],1.13E+18,0,"[{'screen_name': 'waltwu', 'user_id': '83581750'}]",0,M1Singapore,"Hi @waltwu, we apologise for the inconvenience caused. Our engineers are working all out to restore services soon. Please stay tuned to our Facebook page for any updates. Appreciate your patience and understanding in the interim. – Mel","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Hi <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""83581750"" dir=""ltr"" href=""/waltwu""><s>@</s><b>waltwu</b></a>, we apologise for the inconvenience caused. Our engineers are working all out to restore services soon. Please stay tuned to our Facebook page for any updates. Appreciate your patience and understanding in the interim. – Mel</p>",22-05-2019 5.39,1558503568,1.13E+18,/M1Singapore/status/1131072063035379712,1.10E+18,M1,,1
1308,FALSE,[],[],FALSE,TRUE,0,[],1.13E+18,0,"[{'screen_name': 'ckgan6091', 'user_id': '830492539'}]",0,M1Singapore,Glad to know that! Thank you so much for updating us! - Rina,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Glad to know that! Thank you so much for updating us! - Rina</p>",22-05-2019 5.38,1558503511,1.13E+18,/M1Singapore/status/1131071822349426694,1.10E+18,M1,,1
1309,FALSE,[],[],TRUE,FALSE,0,[],,1,[],0,waltwu,@M1Singapore I have been restarting my ONT and router for the last hour. Last time was 5mins ago. Still no connection. My data on my phone is being killed because of this outage. When will it be back up?,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1095247821647732738"" dir=""ltr"" href=""/M1Singapore""><s>@</s><b><strong>M1Singapore</strong></b></a> I have been restarting my ONT and router for the last hour. Last time was 5mins ago. Still no connection. My data on my phone is being killed because of this outage. When will it be back up?</p>",22-05-2019 5.37,1558503458,1.13E+18,/waltwu/status/1131071598633426946,83581750,Walter Wu,,0
1310,FALSE,[],[],TRUE,TRUE,1,[],1.13E+18,1,"[{'screen_name': 'M1Singapore', 'user_id': '1095247821647732738'}]",0,ckgan6091,Tx. Restarted again.  It is up. Will monitor.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Tx. Restarted again.  It is up. Will monitor.</p>",22-05-2019 5.36,1558503375,1.13E+18,/ckgan6091/status/1131071250392993792,830492539,ck ,,0
1311,FALSE,[],[],TRUE,TRUE,0,[],1.13E+18,1,"[{'screen_name': 'YukimoriJoy', 'user_id': '1632368684'}]",0,M1Singapore,"Hi @YukimoriJoy, we apologise for the inconvenience caused. Can you try to turn off and on your router and ONT and try again? Thank you. - Mel","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Hi <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1632368684"" dir=""ltr"" href=""/YukimoriJoy""><s>@</s><b>YukimoriJoy</b></a>, we apologise for the inconvenience caused. Can you try to turn off and on your router and ONT and try again? Thank you. - Mel</p>",22-05-2019 5.31,1558503106,1.13E+18,/M1Singapore/status/1131070122842578945,1.10E+18,M1,,1
1312,FALSE,"['thanosnapisreal', 'iloveyou3000']",[],FALSE,TRUE,0,[],1.13E+18,0,"[{'screen_name': 'M1Singapore', 'user_id': '1095247821647732738'}]",0,storymode1,M1 MY MAN! DONT LET THANOS KILLING EVERYBODY !!!! #thanosnapisreal #iloveyou3000,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">M1 MY MAN! DONT LET THANOS KILLING EVERYBODY !!!! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/thanosnapisreal?src=hash""><s>#</s><b>thanosnapisreal</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/iloveyou3000?src=hash""><s>#</s><b>iloveyou3000</b></a></p>",22-05-2019 5.25,1558502732,1.13E+18,/storymode1/status/1131068556022411264,366558013,NeverlittleEnd,,0
1313,FALSE,[],[],FALSE,TRUE,0,[],1.13E+18,0,"[{'screen_name': 'M1Singapore', 'user_id': '1095247821647732738'}]",0,BJJ20170524,Don't go! you will fall asleep i promise you!,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Don't go! you will fall asleep i promise you!</p>",22-05-2019 5.24,1558502682,1.13E+18,/BJJ20170524/status/1131068345132802048,8.67E+17,Ben N.,,1
1314,FALSE,[],[],FALSE,TRUE,0,[],1.13E+18,0,"[{'screen_name': 'M1Singapore', 'user_id': '1095247821647732738'}]",0,BJJ20170524,Sorry no cue but a rebate or some kind of make good like Singtel did be good.  Else.... bye bye M1.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Sorry no cue but a rebate or some kind of make good like Singtel did be good.  Else.... bye bye M1.</p>",22-05-2019 5.24,1558502646,1.13E+18,/BJJ20170524/status/1131068195828199424,8.67E+17,Ben N.,,1
1315,FALSE,[],[],FALSE,TRUE,0,[],1.13E+18,0,"[{'screen_name': 'M1Singapore', 'user_id': '1095247821647732738'}]",0,mbbtekkofl,1:22PM M1 is still down. It’s been more than 5 hours.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">1:22PM M1 is still down. It’s been more than 5 hours.</p>",22-05-2019 5.23,1558502599,1.13E+18,/mbbtekkofl/status/1131067997697728512,8.46E+17,mbcarxp,,0
1316,FALSE,[],[],FALSE,TRUE,0,[],1.13E+18,0,"[{'screen_name': 'M1Singapore', 'user_id': '1095247821647732738'}]",0,tyker99,"In addition, all the M1 hotlines are also “down”? Really amazing !","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">In addition, all the M1 hotlines are also “down”? Really amazing !</p>",22-05-2019 5.22,1558502545,1.13E+18,/tyker99/status/1131067771184222209,2741031817,Terence Yap,,1
1317,FALSE,[],[],FALSE,TRUE,0,[],1.13E+18,0,"[{'screen_name': 'M1Singapore', 'user_id': '1095247821647732738'}]",0,YukimoriJoy,Down in Hougang also,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Down in Hougang also</p>",22-05-2019 5.21,1558502480,1.13E+18,/YukimoriJoy/status/1131067498877468673,1632368684,Ringo Joy,,1
